num_agent_words,seed,best_word,pairwise_max,pairwise_min,pairwise_mean,pairwise_std,centroid_mean,centroid_std,centroid_min,centroid_max,intra_group_variance,best_margin,best_min_pos,best_max_neg,n_agents_total,n_innocents_total,n_agents_selected,decoder_top_k,decoder_top_k_str,matches_count,matches_rate,matches_words,matches_words_str,selected_agent_words,selected_agent_words_str,first_match_rank,leading_matches_prefix
2,42,meromelia,0.999029278755188,0.999029278755188,0.999029278755188,0.0,0.9997571706771851,0.0,0.9997571706771851,0.9997571706771851,0.0002428293228149414,-1.5974044799804688e-05,0.9983944892883301,0.9984104633331299,9,16,2,"['lawhotel', 'nectarine']",lawhotel|nectarine,1,0.5,['lawhotel'],lawhotel,"['music', 'lawhotel']",music|lawhotel,1,1
2,43,rioting,0.9994328022003174,0.9994328022003174,0.9994328022003174,0.0,0.9998582601547241,4.214684778958144e-08,0.9998582005500793,0.9998582601547241,0.0001417398452758789,0.0001093149185180664,0.9987415075302124,0.9986321926116943,9,16,2,"['branch', 'chair']",branch|chair,2,1.0,"['branch', 'chair']",branch|chair,"['chair', 'branch']",chair|branch,1,2
2,44,masthead,0.9991652965545654,0.9991652965545654,0.9991652965545654,0.0,0.9997912645339966,1.1920928955078125e-07,0.999791145324707,0.9997913837432861,0.00020873546600341797,0.00010865926742553711,0.9990702867507935,0.9989616274833679,9,16,2,"['dolphin', 'squid']",dolphin|squid,1,0.5,['dolphin'],dolphin,"['dolphin', 'head']",dolphin|head,1,1
2,45,click,0.9986177086830139,0.9986177086830139,0.9986177086830139,0.0,0.9996542930603027,9.42432194506182e-08,0.999654233455658,0.9996544122695923,0.0003457069396972656,-8.481740951538086e-05,0.9988073110580444,0.9988921284675598,9,16,2,"['beer', 'body']",beer|body,1,0.5,['body'],body,"['body', 'dream']",body|dream,2,0
2,46,hamsun,0.9991995692253113,0.9991995692253113,0.9991995692253113,0.0,0.9997996687889099,5.960464477539063e-08,0.9997996091842651,0.9997997283935547,0.0002003312110900879,-2.7418136596679688e-05,0.9987867474555969,0.9988141655921936,9,16,2,"['castle', 'lock']",castle|lock,0,0.0,[],,"['sun', 'grape']",sun|grape,0,0
2,47,sartor,0.9986705780029297,0.9986705780029297,0.9986705780029297,0.0,0.9996677041053772,2.384185791015625e-07,0.9996674656867981,0.9996679425239563,0.00033229589462280273,-0.00014442205429077148,0.9990179538726807,0.9991623759269714,9,16,2,"['coffee', 'feeling']",coffee|feeling,0,0.0,[],,"['computer', 'enormous']",computer|enormous,0,0
2,48,upload,0.9992333650588989,0.9992333650588989,0.9992333650588989,0.0,0.9998085498809814,1.1920928955078125e-07,0.9998084306716919,0.999808669090271,0.0001914501190185547,1.9609928131103516e-05,0.9993966221809387,0.9993770122528076,9,16,2,"['ship', 'cat']",ship|cat,1,0.5,['cat'],cat,"['image', 'cat']",image|cat,2,0
2,49,float,0.9994738698005676,0.9994738698005676,0.9994738698005676,0.0,0.9998684525489807,0.0,0.9998684525489807,0.9998684525489807,0.0001315474510192871,6.22868537902832e-05,0.9988422989845276,0.9987800121307373,9,16,2,"['coin', 'force']",coin|force,2,1.0,"['coin', 'force']",coin|force,"['force', 'coin']",force|coin,1,2
2,50,auction,0.9990094900131226,0.9990094900131226,0.9990094900131226,0.0,0.999752402305603,1.7881393432617188e-07,0.9997522234916687,0.9997525811195374,0.00024759769439697266,-7.736682891845703e-05,0.9989220499992371,0.9989994168281555,9,16,2,"['blood', 'forest']",blood|forest,0,0.0,[],,"['goal', 'sport']",goal|sport,0,0
2,51,greenback,0.9979143738746643,0.9979143738746643,0.9979143738746643,0.0,0.9994785785675049,9.42432194506182e-08,0.9994784593582153,0.9994786381721497,0.0005214214324951172,-7.981061935424805e-05,0.998621940612793,0.9987017512321472,9,16,2,"['plane', 'bag']",plane|bag,0,0.0,[],,"['back', 'soul']",back|soul,0,0
