num_agent_words,seed,best_word,pairwise_max,pairwise_min,pairwise_mean,pairwise_std,centroid_mean,centroid_std,centroid_min,centroid_max,intra_group_variance,best_margin,best_min_pos,best_max_neg,n_agents_total,n_innocents_total,n_agents_selected,decoder_top_k,decoder_top_k_str,matches_count,matches_rate,matches_words,matches_words_str,selected_agent_words,selected_agent_words_str,first_match_rank,leading_matches_prefix
2,42,esmolol,0.636433482170105,0.636433482170105,0.636433482170105,0.0,0.9045536518096924,5.960464477539063e-08,0.9045535922050476,0.9045537114143372,0.09544634819030762,-0.014295578002929688,0.6336634159088135,0.6479589939117432,9,16,2,"['egg', 'camp']",egg|camp,0,0.0,[],,"['music', 'lawhotel']",music|lawhotel,0,0
2,43,subcommittee,0.7212347388267517,0.7212347388267517,0.7212347388267517,0.0,0.9276943206787109,2.384185791015625e-07,0.9276940822601318,0.92769455909729,0.07230567932128906,0.040340542793273926,0.7321250438690186,0.6917845010757446,9,16,2,"['chair', 'branch']",chair|branch,2,1.0,"['chair', 'branch']",chair|branch,"['chair', 'branch']",chair|branch,1,2
2,44,bowhead,0.6987031102180481,0.6987031102180481,0.6987031102180481,0.0,0.921602725982666,5.960464477539063e-08,0.9216026663780212,0.9216027855873108,0.07839727401733398,0.03985321521759033,0.7311990261077881,0.6913458108901978,9,16,2,"['head', 'dolphin']",head|dolphin,2,1.0,"['head', 'dolphin']",head|dolphin,"['dolphin', 'head']",dolphin|head,1,2
2,45,incorporeal,0.7482625246047974,0.7482625246047974,0.7482625246047974,0.0,0.9349497556686401,1.519626238177807e-07,0.9349496364593506,0.9349499344825745,0.06505024433135986,0.025695741176605225,0.7347865104675293,0.7090907692909241,9,16,2,"['body', 'dream']",body|dream,2,1.0,"['body', 'dream']",body|dream,"['body', 'dream']",body|dream,1,2
2,46,streptosolen,0.7229641675949097,0.7229641675949097,0.7229641675949097,0.0,0.9281606674194336,2.107342425006209e-07,0.9281604886054993,0.9281609058380127,0.0718393325805664,0.039066314697265625,0.7079193592071533,0.6688530445098877,9,16,2,"['grape', 'sun']",grape|sun,2,1.0,"['grape', 'sun']",grape|sun,"['sun', 'grape']",sun|grape,1,2
2,47,googolplex,0.7150833010673523,0.7150833010673523,0.7150833010673523,0.0,0.9260355830192566,1.7881393432617188e-07,0.9260354042053223,0.9260357618331909,0.07396441698074341,0.03821498155593872,0.7465502619743347,0.708335280418396,9,16,2,"['enormous', 'computer']",enormous|computer,2,1.0,"['enormous', 'computer']",enormous|computer,"['computer', 'enormous']",computer|enormous,1,2
2,48,linotype,0.73188316822052,0.73188316822052,0.73188316822052,0.0,0.9305596947669983,1.7881393432617188e-07,0.930559515953064,0.9305598735809326,0.06944030523300171,0.01999443769454956,0.7114195823669434,0.6914251446723938,9,16,2,"['cat', 'image']",cat|image,2,1.0,"['cat', 'image']",cat|image,"['image', 'cat']",image|cat,1,2
2,49,coerce,0.7245549559593201,0.7245549559593201,0.7245549559593201,0.0,0.9285891056060791,0.0,0.9285891056060791,0.9285891056060791,0.0714108943939209,0.034498751163482666,0.7366129755973816,0.7021142244338989,9,16,2,"['force', 'coin']",force|coin,2,1.0,"['force', 'coin']",force|coin,"['force', 'coin']",force|coin,1,2
2,50,goalkeeper,0.784852147102356,0.784852147102356,0.784852147102356,0.0,0.9446830749511719,4.214684778958144e-08,0.9446830749511719,0.9446831345558167,0.055316925048828125,0.08214014768600464,0.7749956250190735,0.6928554773330688,9,16,2,"['goal', 'sport']",goal|sport,2,1.0,"['goal', 'sport']",goal|sport,"['goal', 'sport']",goal|sport,1,2
2,51,revitalized,0.7311502695083618,0.7311502695083618,0.7311502695083618,0.0,0.9303627014160156,3.291773964519962e-07,0.930362343788147,0.9303629994392395,0.06963729858398438,0.03452038764953613,0.7392212152481079,0.7047008275985718,9,16,2,"['solution', 'back']",solution|back,1,0.5,['back'],back,"['back', 'soul']",back|soul,2,0
3,42,esmolol,0.6887920498847961,0.636433482170105,0.6711830496788025,0.024572357535362244,0.8836224675178528,0.0092695951461792,0.8769797086715698,0.8967312574386597,0.11637753248214722,-0.014295578002929688,0.6336634159088135,0.6479589939117432,9,16,3,"['egg', 'camp', 'campsite']",egg|camp|campsite,1,0.3333333333333333,['camp'],camp,"['music', 'lawhotel', 'camp']",music|lawhotel|camp,2,0
