num_agent_words,seed,best_word,pairwise_max,pairwise_min,pairwise_mean,pairwise_std,centroid_mean,centroid_std,centroid_min,centroid_max,intra_group_variance,best_margin,best_min_pos,best_max_neg,n_agents_total,n_innocents_total,n_agents_selected,decoder_top_k,decoder_top_k_str,matches_count,matches_rate,matches_words,matches_words_str,selected_agent_words,selected_agent_words_str,first_match_rank,leading_matches_prefix
2,42,facet,0.4874669313430786,0.4874669313430786,0.4874669313430786,0.0,0.8623999357223511,1.519626238177807e-07,0.8623997569084167,0.8624000549316406,0.13760006427764893,0.11769461631774902,0.5603525042533875,0.4426578879356384,9,16,2,"['rectangle', 'alley']",rectangle|alley,2,1.0,"['rectangle', 'alley']",rectangle|alley,"['rectangle', 'alley']",rectangle|alley,1,2
2,43,rood,0.35093510150909424,0.35093510150909424,0.35093510150909424,0.0,0.8218685388565063,9.42432194506182e-08,0.8218684196472168,0.8218685984611511,0.17813146114349365,0.15904507040977478,0.4608452022075653,0.3018001317977905,9,16,2,"['rooster', 'orange']",rooster|orange,2,1.0,"['rooster', 'orange']",rooster|orange,"['rooster', 'orange']",rooster|orange,1,2
2,44,reveller,0.25286152958869934,0.25286152958869934,0.25286152958869934,0.0,0.7914737462997437,9.42432194506182e-08,0.7914736866950989,0.7914738655090332,0.20852625370025635,0.17920833826065063,0.46356135606765747,0.28435301780700684,9,16,2,"['revealed', 'anger']",revealed|anger,2,1.0,"['revealed', 'anger']",revealed|anger,"['revealed', 'anger']",revealed|anger,1,2
2,45,macroscopic,0.3349183201789856,0.3349183201789856,0.3349183201789856,0.0,0.8169819116592407,1.1920928955078125e-07,0.8169817924499512,0.8169820308685303,0.18301808834075928,0.12722185254096985,0.39717450737953186,0.269952654838562,9,16,2,"['giant', 'body']",giant|body,2,1.0,"['giant', 'body']",giant|body,"['body', 'giant']",body|giant,1,2
2,46,fraise,0.49061793088912964,0.49061793088912964,0.49061793088912964,0.0,0.8633127212524414,5.960464477539063e-08,0.8633126616477966,0.8633127808570862,0.1366872787475586,0.18135499954223633,0.5088976621627808,0.32754266262054443,9,16,2,"['cherry', 'grape']",cherry|grape,2,1.0,"['cherry', 'grape']",cherry|grape,"['grape', 'cherry']",grape|cherry,1,2
2,47,mammoth,0.4408549666404724,0.4408549666404724,0.4408549666404724,0.0,0.8487798571586609,1.1920928955078125e-07,0.8487797379493713,0.8487799763679504,0.1512201428413391,0.2550196647644043,0.5971157550811768,0.34209609031677246,9,16,2,"['enormous', 'elephant']",enormous|elephant,2,1.0,"['enormous', 'elephant']",enormous|elephant,"['enormous', 'elephant']",enormous|elephant,1,2
2,48,transport,0.43536102771759033,0.43536102771759033,0.43536102771759033,0.0,0.8471601009368896,4.214684778958144e-08,0.8471601009368896,0.8471601605415344,0.15283989906311035,0.18455016613006592,0.4953458309173584,0.3107956647872925,9,16,2,"['ship', 'bus']",ship|bus,2,1.0,"['ship', 'bus']",ship|bus,"['bus', 'ship']",bus|ship,1,2
2,49,ionic,0.5721068382263184,0.5721068382263184,0.5721068382263184,0.0,0.8865965604782104,0.0,0.8865965604782104,0.8865965604782104,0.11340343952178955,0.18316590785980225,0.5508270859718323,0.36766117811203003,9,16,2,"['coin', 'dot']",coin|dot,2,1.0,"['coin', 'dot']",coin|dot,"['coin', 'dot']",coin|dot,1,2
2,50,athletic,0.4036320745944977,0.4036320745944977,0.4036320745944977,0.0,0.8377445936203003,5.960464477539063e-08,0.8377445340156555,0.8377446532249451,0.1622554063796997,0.18750593066215515,0.47159117460250854,0.2840852439403534,9,16,2,"['sport', 'muscle']",sport|muscle,2,1.0,"['sport', 'muscle']",sport|muscle,"['sport', 'muscle']",sport|muscle,1,2
2,51,gustation,0.4031980633735657,0.4031980633735657,0.4031980633735657,0.0,0.8376153111457825,5.960464477539063e-08,0.8376152515411377,0.8376153707504272,0.16238468885421753,0.1712680459022522,0.5119072794914246,0.34063923358917236,9,16,2,"['smell', 'appetite']",smell|appetite,2,1.0,"['smell', 'appetite']",smell|appetite,"['smell', 'appetite']",smell|appetite,1,2
3,42,batch,0.4456273317337036,0.36660706996917725,0.3973250091075897,0.034573204815387726,0.7734448313713074,0.014900022186338902,0.7526279091835022,0.7866832613945007,0.22655516862869263,0.08581671118736267,0.443472683429718,0.35765597224235535,9,16,3,"['bag', 'rectangle', 'camp']",bag|rectangle|camp,3,1.0,"['bag', 'rectangle', 'camp']",bag|rectangle|camp,"['camp', 'rectangle', 'bag']",camp|rectangle|bag,1,3
3,43,barrelhouse,0.3682226836681366,0.288210928440094,0.3347651958465576,0.03395207226276398,0.7459961771965027,0.01517082005739212,0.7310463190078735,0.7667980194091797,0.2540038228034973,0.10271233320236206,0.36389321088790894,0.2611808776855469,9,16,3,"['chair', 'wine', 'branch']",chair|wine|branch,3,1.0,"['chair', 'wine', 'branch']",chair|wine|branch,"['chair', 'branch', 'wine']",chair|branch|wine,1,3
3,44,angriness,0.38766124844551086,0.29944586753845215,0.3514580726623535,0.03770881146192551,0.7534181475639343,0.016683433204889297,0.7374007105827332,0.7764297127723694,0.24658185243606567,0.1131756603717804,0.39187151193618774,0.27869585156440735,9,16,3,"['anger', 'hunger', 'darkness']",anger|hunger|darkness,3,1.0,"['anger', 'hunger', 'darkness']",anger|hunger|darkness,"['hunger', 'darkness', 'anger']",hunger|darkness|anger,1,3
3,45,barrelhouse,0.3026304841041565,0.2362586110830307,0.26533007621765137,0.02771393023431301,0.7142968773841858,0.012933014892041683,0.6968902349472046,0.7278633713722229,0.2857031226158142,0.06799724698066711,0.36415329575538635,0.29615604877471924,9,16,3,"['beer', 'cabin', 'graveyard']",beer|cabin|graveyard,3,1.0,"['beer', 'cabin', 'graveyard']",beer|cabin|graveyard,"['beer', 'graveyard', 'cabin']",beer|graveyard|cabin,1,3
3,46,point,0.4037512242794037,0.35933464765548706,0.38099583983421326,0.018149489536881447,0.7663750052452087,0.007894100621342659,0.7564775347709656,0.7757964730262756,0.23362499475479126,0.1158493161201477,0.5326277613639832,0.41677844524383545,9,16,3,"['direction', 'square', 'ant']",direction|square|ant,3,1.0,"['direction', 'square', 'ant']",direction|square|ant,"['direction', 'square', 'ant']",direction|square|ant,1,3
3,47,whiskey,0.5420028567314148,0.305356502532959,0.4047997295856476,0.10023217648267746,0.7766594290733337,0.043018631637096405,0.7177731990814209,0.819339394569397,0.22334057092666626,0.09048399329185486,0.38486549258232117,0.2943814992904663,9,16,3,"['beer', 'coffee', 'juice']",beer|coffee|juice,3,1.0,"['beer', 'coffee', 'juice']",beer|coffee|juice,"['juice', 'coffee', 'beer']",juice|coffee|beer,1,3
3,48,airport,0.43536102771759033,0.3653387725353241,0.40634456276893616,0.029817067086696625,0.7773221135139465,0.012786328792572021,0.7648791670799255,0.794906497001648,0.22267788648605347,0.13624045252799988,0.42555442452430725,0.2893139719963074,9,16,3,"['bus', 'holiday', 'ship']",bus|holiday|ship,3,1.0,"['bus', 'holiday', 'ship']",bus|holiday|ship,"['holiday', 'bus', 'ship']",holiday|bus|ship,1,3
3,49,constant,0.5721068382263184,0.36206358671188354,0.467738538980484,0.08575477451086044,0.803217887878418,0.03558795154094696,0.7599053382873535,0.8470726013183594,0.19678211212158203,0.1290484070777893,0.4884077310562134,0.3593593239784241,9,16,3,"['force', 'dot', 'coin']",force|dot|coin,3,1.0,"['force', 'dot', 'coin']",force|dot|coin,"['force', 'coin', 'dot']",force|coin|dot,1,3
3,50,performance,0.43565794825553894,0.39492952823638916,0.4107431471347809,0.0178292877972126,0.7792060375213623,0.007627141661942005,0.768547773361206,0.7859708666801453,0.2207939624786377,0.10653159022331238,0.44199079275131226,0.3354592025279999,9,16,3,"['table', 'goal', 'sport']",table|goal|sport,3,1.0,"['table', 'goal', 'sport']",table|goal|sport,"['goal', 'sport', 'table']",goal|sport|table,1,3
3,51,backpacking,0.4651735723018646,0.28503111004829407,0.3454384505748749,0.0846666768193245,0.7507500648498535,0.03759212791919708,0.6975874900817871,0.7775711417198181,0.24924993515014648,0.10476672649383545,0.40700477361679077,0.3022380471229553,9,16,3,"['back', 'bag', 'journey']",back|bag|journey,3,1.0,"['back', 'bag', 'journey']",back|bag|journey,"['back', 'journey', 'bag']",back|journey|bag,1,3
4,42,lob,0.5544490814208984,0.29314059019088745,0.3993297517299652,0.09365339577198029,0.7412809133529663,0.045424316078424454,0.6658482551574707,0.7875074148178101,0.2587190866470337,0.07045584917068481,0.4194582998752594,0.3490024507045746,9,16,4,"['rectangle', 'bone', 'alley', 'bag']",rectangle|bone|alley|bag,4,1.0,"['rectangle', 'bone', 'alley', 'bag']",rectangle|bone|alley|bag,"['rectangle', 'bone', 'bag', 'alley']",rectangle|bone|bag|alley,1,4
4,43,rioja,0.3846876323223114,0.24365805089473724,0.32614555954933167,0.04411469027400017,0.703284502029419,0.015916569158434868,0.6813359260559082,0.7263255715370178,0.29671549797058105,0.07475867867469788,0.3507121801376343,0.2759535014629364,9,16,4,"['wine', 'orange', 'chair', 'rooster']",wine|orange|chair|rooster,4,1.0,"['wine', 'orange', 'chair', 'rooster']",wine|orange|chair|rooster,"['chair', 'rooster', 'orange', 'wine']",chair|rooster|orange|wine,1,4
4,44,displeasure,0.38766124844551086,0.22235073149204254,0.2947159707546234,0.06324810534715652,0.6863213777542114,0.03673182427883148,0.6243146061897278,0.7202454209327698,0.3136786222457886,0.06149223446846008,0.31911247968673706,0.257620245218277,9,16,4,"['hunger', 'darkness', 'anger', 'plain']",hunger|darkness|anger|plain,4,1.0,"['hunger', 'darkness', 'anger', 'plain']",hunger|darkness|anger|plain,"['hunger', 'plain', 'darkness', 'anger']",hunger|plain|darkness|anger,1,4
4,45,subspace,0.41014477610588074,0.20811176300048828,0.3228400647640228,0.06375623494386673,0.701519787311554,0.03886628895998001,0.647175133228302,0.7471492290496826,0.29848021268844604,0.04591378569602966,0.3084121346473694,0.2624983489513397,9,16,4,"['galaxy', 'cabin', 'cloud', 'dream']",galaxy|cabin|cloud|dream,4,1.0,"['galaxy', 'cabin', 'cloud', 'dream']",galaxy|cabin|cloud|dream,"['dream', 'galaxy', 'cloud', 'cabin']",dream|galaxy|cloud|cabin,1,4
4,46,agraphic,0.4037512242794037,0.2197546660900116,0.3305721580982208,0.06021323800086975,0.7056409120559692,0.032118018716573715,0.6520473957061768,0.7330235242843628,0.29435908794403076,0.06894800066947937,0.3435479700565338,0.27459996938705444,9,16,4,"['grape', 'ant', 'square', 'direction']",grape|ant|square|direction,4,1.0,"['grape', 'ant', 'square', 'direction']",grape|ant|square|direction,"['grape', 'direction', 'square', 'ant']",grape|direction|square|ant,1,4
